year,indicator,Austria,Belgium,Bulgaria,Croatia,Cyprus,Czechia,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Ireland,Italy,Latvia,Lithuania,Luxembourg,Malta,Netherlands,Poland,Portugal,Romania,Slovakia,Slovenia,Spain,Sweden
2031,Excluding Ukraine,0.007,0.007,0.0033,0.0033,0.0033,0.0033,0.007,0.0033,0.007,0.007,0.007142284127583694,0.007,0.0033,0.007,0.007,0.0033,0.0033,0.009346984176978441,0.0033,0.007,0.0033,0.007,0.0033,0.0033,0.0033,0.007,0.008421752898279435
2031,Excluding IDRC,0.007,0.007,0.0033,0.0033,0.0033,0.0033,0.007,0.0033,0.007,0.007,0.007,0.007,0.0033,0.007,0.007,0.0033,0.0033,0.009857905051154588,0.0033,0.007,0.0033,0.007,0.0033,0.0033,0.0033,0.007,0.008671790789831185
2031,Excluding Ukraine and IDRC,0.007,0.007,0.0033,0.0033,0.0033,0.0033,0.007,0.0033,0.007,0.007,0.007,0.007,0.0033,0.007,0.007,0.0033,0.0033,0.009346984176978441,0.0033,0.007,0.0033,0.007,0.0033,0.0033,0.0033,0.007,0.008010719178446951
2032,Using latest official data,0.007,0.007,0.0033,0.0033,0.0033,0.0033,0.007419377688323991,0.0033,0.007,0.007,0.007914738588092508,0.007,0.0033,0.007,0.007,0.0033405915084046473,0.0033,0.009857905051154588,0.0033,0.007,0.0033649655577683416,0.007,0.0033,0.0033,0.0033,0.007,0.009082824509663667
2032,Excluding Ukraine,0.007,0.007,0.0033,0.0033,0.0033,0.0033,0.007,0.0033,0.007,0.007,0.007142284127583694,0.007,0.0033,0.007,0.007,0.0033,0.0033,0.009346984176978441,0.0033,0.007,0.0033,0.007,0.0033,0.0033,0.0033,0.007,0.008421752898279435
2032,Excluding IDRC,0.007,0.007,0.0033,0.0033,0.0033,0.0033,0.007,0.0033,0.007,0.007,0.007,0.007,0.0033,0.007,0.007,0.0033,0.0033,0.009857905051154588,0.0033,0.007,0.0033,0.007,0.0033,0.0033,0.0033,0.007,0.008671790789831185
2032,Excluding Ukraine and IDRC,0.007,0.007,0.0033,0.0033,0.0033,0.0033,0.007,0.0033,0.007,0.007,0.007,0.007,0.0033,0.007,0.007,0.0033,0.0033,0.009346984176978441,0.0033,0.007,0.0033,0.007,0.0033,0.0033,0.0033,0.007,0.008010719178446951
2033,Using latest official data,0.007,0.007,0.0033,0.0033,0.0033,0.0033,0.007419377688323991,0.0033,0.007,0.007,0.007914738588092508,0.007,0.0033,0.007,0.007,0.0033405915084046473,0.0033,0.009857905051154588,0.0033,0.007,0.0033649655577683416,0.007,0.0033,0.0033,0.0033,0.007,0.009082824509663667
2033,Excluding Ukraine,0.007,0.007,0.0033,0.0033,0.0033,0.0033,0.007,0.0033,0.007,0.007,0.007142284127583694,0.007,0.0033,0.007,0.007,0.0033,0.0033,0.009346984176978441,0.0033,0.007,0.0033,0.007,0.0033,0.0033,0.0033,0.007,0.008421752898279435
2033,Excluding IDRC,0.007,0.007,0.0033,0.0033,0.0033,0.0033,0.007,0.0033,0.007,0.007,0.007,0.007,0.0033,0.007,0.007,0.0033,0.0033,0.009857905051154588,0.0033,0.007,0.0033,0.007,0.0033,0.0033,0.0033,0.007,0.008671790789831185
2033,Excluding Ukraine and IDRC,0.007,0.007,0.0033,0.0033,0.0033,0.0033,0.007,0.0033,0.007,0.007,0.007,0.007,0.0033,0.007,0.007,0.0033,0.0033,0.009346984176978441,0.0033,0.007,0.0033,0.007,0.0033,0.0033,0.0033,0.007,0.008010719178446951
2034,Using latest official data,0.007,0.007,0.0033,0.0033,0.0033,0.0033,0.007419377688323991,0.0033,0.007,0.007,0.007914738588092508,0.007,0.0033,0.007,0.007,0.0033405915084046473,0.0033,0.009857905051154588,0.0033,0.007,0.0033649655577683416,0.007,0.0033,0.0033,0.0033,0.007,0.009082824509663667
2034,Excluding Ukraine,0.007,0.007,0.0033,0.0033,0.0033,0.0033,0.007,0.0033,0.007,0.007,0.007142284127583694,0.007,0.0033,0.007,0.007,0.0033,0.0033,0.009346984176978441,0.0033,0.007,0.0033,0.007,0.0033,0.0033,0.0033,0.007,0.008421752898279435
2034,Excluding IDRC,0.007,0.007,0.0033,0.0033,0.0033,0.0033,0.007,0.0033,0.007,0.007,0.007,0.007,0.0033,0.007,0.007,0.0033,0.0033,0.009857905051154588,0.0033,0.007,0.0033,0.007,0.0033,0.0033,0.0033,0.007,0.008671790789831185
2034,Excluding Ukraine and IDRC,0.007,0.007,0.0033,0.0033,0.0033,0.0033,0.007,0.0033,0.007,0.007,0.007,0.007,0.0033,0.007,0.007,0.0033,0.0033,0.009346984176978441,0.0033,0.007,0.0033,0.007,0.0033,0.0033,0.0033,0.007,0.008010719178446951
