year,oda_gni_ratio,indicator,oda,additional_oda,name_short
2029,0.006948259849546662,Full,8564.571115486557,1059.488178087454,Netherlands
2030,0.007,Full,8898.457185488676,1393.3742480895735,Netherlands
2031,0.007,Full,9030.601923388826,1525.5189859897228,Netherlands
2032,0.007,Full,9162.746661288978,1657.6637238898757,Netherlands
2033,0.007,Full,9294.891399189128,1789.808461790025,Netherlands
2034,0.007,Full,9427.036137089277,1921.9531996901742,Netherlands
2024,0.002599242913420223,Full,770.0548288505275,227.74051142373594,Portugal
2025,0.0033327024278501857,Full,1010.529161291715,468.2148438649234,Portugal
2026,0.004066161942280148,Full,1257.5880538378697,715.2737364110781,Portugal
2027,0.004799621456710111,Full,1513.0789687571503,970.7646513303587,Portugal
2028,0.005533080971140074,Full,1777.4440551915054,1235.1297377647138,Portugal
2029,0.0062665404855700374,Full,2051.312713199304,1508.9983957725126,Portugal
2030,0.007,Full,2375.6060926076807,1833.291775180889,Portugal
2031,0.007,Full,2417.7516377423713,1875.4373203155797,Portugal
2032,0.007,Full,2459.8971828770614,1917.5828654502698,Portugal
2033,0.007,Full,2502.042728011751,1959.7284105849594,Portugal
2034,0.007,Full,2544.188273146441,2001.8739557196495,Portugal
2024,0.009082824509663667,Full,5713.008939565617,50.993441581024854,Sweden
2025,0.009082824509663667,Full,5848.316318557594,186.30082057300206,Sweden
2026,0.009082824509663667,Full,5977.487296066847,315.4717980822552,Sweden
2027,0.009082824509663667,Full,6108.72928626801,446.71378828341767,Sweden
2028,0.009082824509663667,Full,6238.739616938741,576.7241189541492,Sweden
2029,0.009082824509663667,Full,6371.060905824716,709.0454078401244,Sweden
2030,0.009082824509663667,Full,6632.393208537723,970.3777105531308,Sweden
2031,0.009082824509663667,Full,6763.584411790345,1101.5689138057533,Sweden
2032,0.009082824509663667,Full,6894.775615042969,1232.7601170583766,Sweden
2033,0.009082824509663667,Full,7025.966818295592,1363.951320311,Sweden
2034,0.009082824509663667,Full,7157.1580215482145,1495.1425235636225,Sweden
2024,0.005492031646542102,Full,1643.9624972729553,71.86717633677426,Finland
2025,0.005743359705451751,Full,1754.0669016531563,181.97158071697527,Finland
2026,0.005994687764361401,Full,1864.6133646893156,292.51804375313463,Finland
2027,0.006246015823271051,Full,1975.5839373516574,403.4886164154764,Finland
2028,0.006497343882180701,Full,2087.800656939505,515.7053360033242,Finland
2029,0.00674867194109035,Full,2201.4989150587653,629.4035941225843,Finland
2030,0.007,Full,2356.0319836468316,783.9366627106506,Finland
2031,0.007,Full,2391.423715974856,819.3283950386749,Finland
2032,0.007,Full,2426.815448302881,854.7201273667001,Finland
2033,0.007,Full,2462.2071806309054,890.1118596947244,Finland
2034,0.007,Full,2497.5989129589298,925.5035920227488,Finland
2024,0.0067301659325948865,Full,2785.5485293705087,13.673967068358706,Ireland
2025,0.006775138277162405,Full,2867.2092744806455,95.33471217849547,Ireland
2026,0.006820110621729924,Full,2954.0855400495657,182.21097774741565,Ireland
2027,0.006865082966297443,Full,3041.758217315723,269.88365501357293,Ireland
2028,0.006910055310864962,Full,3131.966115131758,360.0915528296082,Ireland
2029,0.006955027655432481,Full,3224.823325359717,452.9487630575668,Ireland
2030,0.007,Full,3387.0207857597384,615.1462234575883,Ireland
2031,0.007,Full,3458.2448298227505,686.3702675206005,Ireland
2032,0.007,Full,3529.4688738857626,757.5943115836126,Ireland
2033,0.007,Full,3600.6929179487747,828.8183556466247,Ireland
2034,0.007,Full,3671.9169620117877,900.0423997096377,Ireland
2024,0.009857905051154588,Full,614.2474509343735,7.654233012060786,Luxembourg
2025,0.009857905051154588,Full,630.7050015670055,24.111783644692764,Luxembourg
2026,0.009857905051154588,Full,646.4123234056515,39.81910548333872,Luxembourg
2027,0.009857905051154588,Full,661.5403546565359,54.947136734223136,Luxembourg
2028,0.009857905051154588,Full,676.8488206806575,70.25560275834471,Luxembourg
2029,0.009857905051154588,Full,692.4136940141162,85.82047609180347,Luxembourg
2030,0.009857905051154588,Full,723.1287572548217,116.53553933250896,Luxembourg
2031,0.009857905051154588,Full,738.4625474576433,131.8693295353305,Luxembourg
2032,0.009857905051154588,Full,753.7963376604649,147.20311973815217,Luxembourg
2033,0.009857905051154588,Full,769.1301278632865,162.53690994097371,Luxembourg
2034,0.009857905051154588,Full,784.463918066108,177.87070014379526,Luxembourg
2024,0.0010362383438536316,Full,31.540195241416924,12.1229683388455,Cyprus
2025,0.0014135319532113597,Full,44.364352860678565,24.94712595810714,Cyprus
2026,0.001790825562569088,Full,57.87120093737953,38.4539740348081,Cyprus
2027,0.002168119171926816,Full,72.13692885426137,52.71970195168994,Cyprus
2028,0.002545412781284544,Full,87.19138703703358,67.77416013446215,Cyprus
2029,0.002922706390642272,Full,103.10128969124005,83.68406278866863,Cyprus
2030,0.0033,Full,122.82308027868227,103.40585337611084,Cyprus
2031,0.0033,Full,126.07972897377626,106.66250207120483,Cyprus
2032,0.0033,Full,129.33637766887026,109.91915076629883,Cyprus
2033,0.0033,Full,132.59302636396427,113.17579946139284,Cyprus
2034,0.0033,Full,135.84967505905826,116.43244815648683,Cyprus
2024,0.0021644656875508383,Full,545.5815946933478,210.77594112646926,Greece
2025,0.002970388072959032,Full,763.3960480163815,428.590394449503,Greece
2026,0.0037763104583672254,Full,986.7504905594308,651.9448369925522,Greece
2027,0.00458223284377542,Full,1214.954070918364,880.1484173514855,Greece
2028,0.005388155229183613,Full,1448.9650688328297,1114.159415265951,Greece
2029,0.006194077614591806,Full,1688.004522140229,1353.1988685733504,Greece
2030,0.007,Full,1961.6120846167762,1626.8064310498976,Greece
2031,0.007,Full,1987.7896583796828,1652.9840048128042,Greece
2032,0.007,Full,2013.9672321425896,1679.161578575711,Greece
2033,0.007,Full,2040.1448059054958,1705.3391523386172,Greece
2034,0.007,Full,2066.322379668403,1731.5167261015242,Greece
2024,0.003500035554588842,Full,76.43214317460755,3.6415314287378493,Malta
2025,0.003500035554588842,Full,79.48842848086966,6.697816734999961,Malta
2026,0.003500035554588842,Full,82.30461281380842,9.514001067938722,Malta
2027,0.003500035554588842,Full,85.18582449368891,12.395212747819215,Malta
2028,0.003500035554588842,Full,88.1970908674529,15.406479121583203,Malta
2029,0.003500035554588842,Full,91.32340562426768,18.53279387839798,Malta
2030,0.003500035554588842,Full,97.23255735661519,24.441945610745492,Malta
2031,0.003500035554588842,Full,100.23882162676827,27.448209880898574,Malta
2032,0.003500035554588842,Full,103.24508589692135,30.454474151051656,Malta
2033,0.003500035554588842,Full,106.25135016707445,33.46073842120475,Malta
2034,0.003500035554588842,Full,109.25761443722753,36.467002691357834,Malta
2024,0.003090887175039105,Full,5211.869007375272,1214.7343065771915,Spain
2025,0.0037424059791992537,Full,6445.040407306512,2447.905706508431,Spain
2026,0.004393924783359403,Full,7705.602108353901,3708.46740755582,Spain
2027,0.005045443587519552,Full,8993.141011614274,4996.006310816194,Spain
2028,0.0056969623916797016,Full,10320.217737449144,6323.083036651064,Spain
2029,0.006348481195839851,Full,11685.864559757772,7688.729858959692,Spain
2030,0.007,Full,13296.747270035157,9299.612569237077,Spain
2031,0.007,Full,13499.83900365094,9502.70430285286,Spain
2032,0.007,Full,13702.93073726672,9705.79603646864,Spain
2033,0.007,Full,13906.022470882499,9908.887770084419,Spain
2034,0.007,Full,14109.11420449828,10111.9795037002,Spain
2024,0.002542205383447779,Full,179.9799677904812,11.46967370859366,Slovenia
2025,0.002668504486206482,Full,193.8320940499745,25.321799968086964,Slovenia
2026,0.002794803588965186,Full,208.08258094291725,39.57228686102971,Slovenia
2027,0.002921102691723889,Full,222.92214882572557,54.411854743838035,Slovenia
2028,0.003047401794482593,Full,238.37675318426506,69.86645910237752,Slovenia
2029,0.0031737008972412967,Full,254.46441645780328,85.95412237591574,Slovenia
2030,0.0033,Full,277.03379932245593,108.5235052405684,Slovenia
2031,0.0033,Full,283.3320658643345,114.82177178244694,Slovenia
2032,0.0033,Full,289.6303324062129,121.12003832432538,Slovenia
2033,0.0033,Full,295.9285989480914,127.41830486620387,Slovenia
2034,0.0033,Full,302.22686548996995,133.71657140808242,Slovenia
2024,0.0022096508635929797,Full,178.33257462695076,20.04791009081896,Croatia
2025,0.0023913757196608165,Full,198.5965524090701,40.311887872938314,Croatia
2026,0.002573100575728653,Full,219.53679771841215,61.252133182280346,Croatia
2027,0.00275482543179649,Full,241.23848442909923,82.95381989296743,Croatia
2028,0.0029365502878643266,Full,263.8381624245317,105.55349788839987,Croatia
2029,0.0031182751439321633,Full,287.45242082046656,129.16775628433476,Croatia
2030,0.0033,Full,319.2331514639809,160.9484869278491,Croatia
2031,0.0033,Full,326.782676176311,168.4980116401792,Croatia
2032,0.0033,Full,334.33220088864107,176.04753635250927,Croatia
2033,0.0033,Full,341.8817256009712,183.5970610648394,Croatia
2034,0.0033,Full,349.4312503133013,191.1465857771695,Croatia
2024,0.0025486489094303758,Full,814.403737121238,48.1915972240796,Czechia
2025,0.00267387409119198,Full,873.9152020518385,107.70306215468008,Czechia
2026,0.002799099272953584,Full,936.2690024939741,170.05686259681568,Czechia
2027,0.002924324454715188,Full,998.7769286040261,232.56478870686772,Czechia
2028,0.0030495496364767918,Full,1062.301180194357,296.0890402971985,Czechia
2029,0.003174774818238396,Full,1127.960591551501,361.7484516543426,Czechia
2030,0.0033,Full,1218.993806830031,452.78166693287255,Czechia
2031,0.0033,Full,1241.8726945022302,475.66055460507175,Czechia
2032,0.0033,Full,1264.7515821744294,498.53944227727095,Czechia
2033,0.0033,Full,1287.6304698466283,521.4183299494699,Czechia
2034,0.0033,Full,1310.5093575188275,544.2972176216691,Czechia
2024,0.0016290612834999004,Full,228.51314585690062,43.22394164731253,Slovakia
2025,0.0019075510695832504,Full,272.5419839079549,87.2527796983668,Slovakia
2026,0.0021860408556666003,Full,319.5646216466035,134.2754174370154,Slovakia
2027,0.0024645306417499504,Full,369.6101052750061,184.320901065418,Slovakia
2028,0.0027430204278333,Full,422.1936010350588,236.9043968254707,Slovakia
2029,0.00302151021391665,Full,475.7520966586289,290.4628924490408,Slovakia
2030,0.0033,Full,544.1439719931377,358.8547677835496,Slovakia
2031,0.0033,Full,556.541933003447,371.25272879385886,Slovakia
2032,0.0033,Full,568.9398940137564,383.65068980416834,Slovakia
2033,0.0033,Full,581.3378550240658,396.0486508144777,Slovakia
2034,0.0033,Full,593.7358160343751,408.44661182478706,Slovakia
2024,0.0020700470957613812,Full,202.6675521136564,24.20847153442776,Bulgaria
2025,0.002275039246467818,Full,228.3572457663119,49.898165187083265,Bulgaria
2026,0.002480031397174254,Full,255.8560133208064,77.39693274157776,Bulgaria
2027,0.002685023547880691,Full,284.35087374743154,105.8917931682029,Bulgaria
2028,0.002890015698587127,Full,314.4289757032141,135.96989512398548,Bulgaria
2029,0.0030950078492935637,Full,345.53402667286093,167.0749460936323,Bulgaria
2030,0.0033,Full,387.00897537526504,208.5498947960364,Bulgaria
2031,0.0033,Full,396.3325024562874,217.87342187705875,Bulgaria
2032,0.0033,Full,405.6560295373098,227.19694895808115,Bulgaria
2033,0.0033,Full,414.9795566183322,236.52047603910356,Bulgaria
2034,0.0033,Full,424.30308369935454,245.8440031201259,Bulgaria
2024,0.0017441496562031187,Full,387.83470460687033,62.46024287119752,Hungary
2025,0.0020034580468359323,Full,458.2218129458189,132.8473512101461,Hungary
2026,0.0022627664374687455,Full,533.0555459333403,207.68108419766753,Hungary
2027,0.0025220748281015596,Full,611.9668921669291,286.59243043125633,Hungary
2028,0.0027813832187343727,Full,696.482940045432,371.10847830975916,Hungary
2029,0.0030406916093671864,Full,785.7813714252391,460.40690968956625,Hungary
2030,0.0033,Full,901.7845725904567,576.4101108547839,Hungary
2031,0.0033,Full,926.9140763550678,601.539614619395,Hungary
2032,0.0033,Full,952.0435801196786,626.6691183840057,Hungary
2033,0.0033,Full,977.1730838842894,651.7986221486167,Hungary
2034,0.0033,Full,1002.3025876489005,676.9281259132276,Hungary
2024,0.0033649655577683416,Full,2795.974204210772,80.28076043744659,Poland
2025,0.0033649655577683416,Full,2893.7404781502946,178.04703437696935,Poland
2026,0.0033649655577683416,Full,2991.704611187779,276.01116741445367,Poland
2027,0.0033649655577683416,Full,3083.3736409705657,367.68019719724043,Poland
2028,0.0033649655577683416,Full,3175.209827577492,459.5163838041667,Poland
2029,0.0033649655577683416,Full,3266.0021368744815,550.3086931011562,Poland
2030,0.0033649655577683416,Full,3451.257761912448,735.5643181391229,Poland
2031,0.0033649655577683416,Full,3542.690270474682,826.9968267013569,Poland
2032,0.0033649655577683416,Full,3634.1227790369167,918.4293352635914,Poland
2033,0.0033649655577683416,Full,3725.5552875991502,1009.861843825825,Poland
2034,0.0033649655577683416,Full,3816.9877961613847,1101.2943523880595,Poland
2024,0.0018566396583842614,Full,684.2374195265674,99.83621710446835,Romania
2025,0.0020971997153202177,Full,798.4056953776599,214.00449295556086,Romania
2026,0.002337759772256174,Full,922.9172433759179,338.5160409538189,Romania
2027,0.0025783198291921307,Full,1055.5490334869519,471.1478310648529,Romania
2028,0.0028188798861280874,Full,1193.5008502494825,609.0996478273835,Romania
2029,0.0030594399430640433,Full,1340.6895325405367,756.2883301184377,Romania
2030,0.0033,Full,1540.8400764048986,956.4388739827996,Romania
2031,0.0033,Full,1588.6097827513672,1004.2085803292682,Romania
2032,0.0033,Full,1636.3794890978363,1051.9782866757373,Romania
2033,0.0033,Full,1684.1491954443047,1099.7479930222057,Romania
2034,0.0033,Full,1731.9189017907734,1147.5176993686744,Romania
2024,0.002833788207010762,Full,112.98826001409938,2.1180838544752163,Estonia
2025,0.002911490172508968,Full,117.9021864067621,7.032010247137933,Estonia
2026,0.0029891921380071746,Full,123.85970014929222,12.989523989668058,Estonia
2027,0.003066894103505381,Full,129.62255242187018,18.752376262246017,Estonia
2028,0.0031445960690035875,Full,135.56231954489482,24.692143385270654,Estonia
2029,0.0032222980345017935,Full,141.69151486406886,30.8213387044447,Estonia
2030,0.0033,Full,150.77377401320135,39.90359785357718,Estonia
2031,0.0033,Full,153.56375882606028,42.693582666436114,Estonia
2032,0.0033,Full,156.35374363891918,45.48356747929502,Estonia
2033,0.0033,Full,159.14372845177812,48.27355229215395,Estonia
2034,0.0033,Full,161.93371326463705,51.063537105012884,Estonia
2024,0.0033405915084046473,Full,146.9447854985198,1.6931451861458413,Latvia
2025,0.0033405915084046473,Full,150.38667168289388,5.1350313705199255,Latvia
2026,0.0033405915084046473,Full,154.11664525714946,8.865004944775507,Latvia
2027,0.0033405915084046473,Full,157.94770212610032,12.696061813726374,Latvia
2028,0.0033405915084046473,Full,161.87478812501172,16.623147812637768,Latvia
2029,0.0033405915084046473,Full,165.90295741861843,20.651317106244477,Latvia
2030,0.0033405915084046473,Full,173.6611002864807,28.40945997410674,Latvia
2031,0.0033405915084046473,Full,177.58987100697036,32.338230694596405,Latvia
2032,0.0033405915084046473,Full,181.51864172746002,36.26700141508607,Latvia
2033,0.0033405915084046473,Full,185.44741244794963,40.19577213557568,Latvia
2034,0.0033405915084046473,Full,189.3761831684393,44.12454285606535,Latvia
2024,0.0028865409987375314,Full,209.12272885163017,9.839312544554502,Lithuania
2025,0.002955450832281276,Full,219.59361271720533,20.310196410129663,Lithuania
2026,0.0030243606658250212,Full,230.15668415812974,30.873267851054067,Lithuania
2027,0.003093270499368766,Full,240.66624560730924,41.38282930023357,Lithuania
2028,0.0031621803329125106,Full,251.46731808200383,52.18390177492816,Lithuania
2029,0.0032310901664562553,Full,262.6266183970397,63.343202089964024,Lithuania
2030,0.0033,Full,279.67027303288086,80.38685672580519,Lithuania
2031,0.0033,Full,285.36846988439197,86.0850535773163,Lithuania
2032,0.0033,Full,291.0666667359031,91.78325042882742,Lithuania
2033,0.0033,Full,296.7648635874142,97.48144728033853,Lithuania
2034,0.0033,Full,302.46306043892525,103.17964413184959,Lithuania
