year,indicator,oda_gni_ratio,name_short,donor_code,constant,current
2018,Using latest official data,0.001318119135160867,Czechia,68,507.73170007064033,258.731528
2018,Using latest official data,0.001332274816129883,Greece,40,341.94586804074174,246.089812
2018,Using latest official data,0.0013396624132229382,Croatia,62,105.17410689381573,66.843497
2018,Using latest official data,0.0013598082578760518,Poland,76,1272.2643380575369,649.065692
2018,Using latest official data,0.0015604982233005501,Slovenia,61,113.97653078539116,70.75802300000001
2018,Using latest official data,0.0016171832687200737,Estonia,82,85.29234214471333,41.314347999999995
2018,Using latest official data,0.0017743048673473914,Portugal,9,515.7993976842155,348.604639
2018,Using latest official data,0.002027472160084819,Spain,50,3460.536595731524,2448.95119
2018,Using latest official data,0.0020909619063197112,Hungary,75,519.9895776474627,241.429662
2018,Using latest official data,0.002475796514036405,Malta,45,41.09923992736381,27.901588999999998
2018,Using latest official data,0.00248624023201683,Italy,6,5841.168611726637,4397.139607
2018,Using latest official data,0.00257819251964754,Austria,1,1543.9287384468855,990.095469
2018,Using latest official data,0.0031434108657544015,Ireland,21,1059.804474239329,791.590025
2018,Using latest official data,0.003589620437401817,Finland,18,1179.0500145544993,833.7432
2018,Using latest official data,0.004232547612307743,EU27 countries,91827,84829.75447161797,
2018,Using latest official data,0.004274898167899276,France,4,14136.954061099808,10282.976841
2018,Using latest official data,0.004282728024460078,EU27 countries,91827,,57782.623314
2018,Using latest official data,0.004302415719348464,Belgium,2,2832.3575140462804,1958.6102070000002
2018,Using latest official data,0.00611911817593526,Germany,5,32468.145568376116,21162.707071999997
2018,Using latest official data,0.0061929543963478995,Netherlands,7,7513.678179099667,4794.845281
2018,Using latest official data,0.007184806571350075,Denmark,3,2834.7206602056513,2194.540892
2018,Using latest official data,0.009838159614038873,Luxembourg,22,644.0264303790198,401.077928
2018,Using latest official data,0.010718662508451094,Sweden,10,6909.170056507256,5084.681192
2019,Excluding IDRC,0.000891096330007585,Bulgaria,72,93.52192403263271,54.571697
2019,Excluding IDRC,0.0009424923897397172,Cyprus,30,24.428718967419588,17.839201
2019,Excluding IDRC,0.0009904762584625488,Latvia,83,50.01176329129243,29.74689
2019,Excluding IDRC,0.0010292507239675858,Romania,77,384.3454390050634,226.69274099999998
2019,Excluding IDRC,0.001106138781427843,Slovakia,69,169.36697389918322,102.64017
2019,Excluding IDRC,0.0011112607229324708,Greece,40,288.22701827107215,208.415823
2019,Excluding IDRC,0.0011221092411312346,Croatia,62,90.22252190839419,60.592539000000016
2019,Excluding IDRC,0.0012579688405550064,Lithuania,84,115.374788042247,59.33298600000001
2019,Excluding IDRC,0.0012873100762116107,Czechia,68,492.74427614316215,270.750297
2019,Excluding IDRC,0.0013640726083556484,Malta,45,22.87072818967347,16.454586000000003
2019,Excluding IDRC,0.001376108360628271,Poland,76,1281.6248352258858,688.493109
2019,Excluding IDRC,0.0015556715852114644,Estonia,82,82.09782192533906,42.74440500000001
2019,Excluding IDRC,0.0016115680047770267,Slovenia,61,117.56625527829775,76.37715
2019,Excluding IDRC,0.001686875473084413,Portugal,9,514.235800023099,359.81230700000003
2019,Excluding IDRC,0.0018761676680601389,Spain,50,3242.56241619962,2361.590411
2019,Excluding IDRC,0.0019652453360700078,Italy,6,4619.807686727915,3543.2744500000003
2019,Excluding IDRC,0.0021185643982538655,Hungary,75,555.8676930669291,277.807367
2019,Excluding IDRC,0.0026892772127089888,Austria,1,1618.1801510460896,1071.200695
2019,Excluding IDRC,0.002885829977789983,Ireland,21,999.014846564958,794.9387370000001
2019,Excluding IDRC,0.0037624576122961065,EU27 countries,91827,75269.19919355762,
2019,Excluding IDRC,0.0038022712462266765,EU27 countries,91827,,53100.047781
2019,Excluding IDRC,0.0038323887371011812,Belgium,2,2540.4042776472115,1819.3841100000002
2019,Excluding IDRC,0.0038384773678481455,Finland,18,1276.7765683249127,930.086094
2019,Excluding IDRC,0.003973701273620869,France,4,13172.59152876783,9827.809677
2019,Excluding IDRC,0.005320632350018641,Netherlands,7,6328.937537335075,4286.2588590000005
2019,Excluding IDRC,0.00534793911203616,Germany,5,27803.054808518897,18904.023533
2019,Excluding IDRC,0.007017180091377378,Denmark,3,2830.1652815209472,2232.901613
2019,Excluding IDRC,0.009079599910869235,Sweden,10,5889.370443004606,4415.269245
2019,Excluding IDRC,0.010334824365215104,Luxembourg,22,665.8270906298669,421.03908900000005
2019,Excluding Ukraine,0.000931938852908571,Bulgaria,72,97.80840933777874,57.072936999999996
2019,Excluding Ukraine,0.0009354130778488331,Cyprus,30,24.245228339221647,17.705206
2019,Excluding Ukraine,0.0009889890568732657,Latvia,83,49.936670553617816,29.702225000000002
2019,Excluding Ukraine,0.001006416340171481,Romania,77,375.8185649789827,221.663462
2019,Excluding Ukraine,0.0010813974701287172,Slovakia,69,165.5786960669735,100.34438899999999
2019,Excluding Ukraine,0.0011859650817735248,Croatia,62,95.35681255510508,64.040677
2019,Excluding Ukraine,0.0012119455902907987,Lithuania,84,111.15375921143308,57.16226700000001
2019,Excluding Ukraine,0.0012209339446561367,Poland,76,1137.1046862379371,610.856406
2019,Excluding Ukraine,0.0012801746348310454,Czechia,68,490.01303992975846,269.249553
2019,Excluding Ukraine,0.001463339144208318,Estonia,82,77.22514033144225,40.20743300000001
2019,Excluding Ukraine,0.0015995048056769415,Slovenia,61,116.68622716861225,75.805438
2019,Excluding Ukraine,0.0016983086517669038,Portugal,9,517.7211490488024,362.25101600000005
2019,Excluding Ukraine,0.0017265955683983568,Greece,40,447.82604313258605,323.82124999999996
2019,Excluding Ukraine,0.00205105427514156,Hungary,75,538.1544262792727,268.954764
2019,Excluding Ukraine,0.0020525948629368635,Spain,50,3547.4798289883665,2583.664791
2019,Excluding Ukraine,0.0021612843180750046,Italy,6,5080.647043190195,3896.726461
2019,Excluding Ukraine,0.002703585338145409,Austria,1,1626.7895738569755,1076.899949
2019,Excluding Ukraine,0.003024360766842817,Malta,45,50.70795544333685,36.482372000000005
2019,Excluding Ukraine,0.00313627963919164,Ireland,21,1085.7153562911171,863.928296
2019,Excluding Ukraine,0.004056024717561964,Belgium,2,2688.6475380185825,1925.5528150000002
2019,Excluding Ukraine,0.004110618109088696,EU27 countries,91827,82234.26418160327,
2019,Excluding Ukraine,0.004113465388044263,Finland,18,1368.2446758868666,996.717341
2019,Excluding Ukraine,0.004156899586242182,EU27 countries,91827,,58052.556579000004
2019,Excluding Ukraine,0.004380603568341982,France,4,14521.449269046707,10834.165724999999
2019,Excluding Ukraine,0.005846626717781617,Netherlands,7,6954.612321752431,4709.995714000001
2019,Excluding Ukraine,0.006041015216476738,Germany,5,31406.24334798218,21353.925582
2019,Excluding Ukraine,0.007074477288006057,Denmark,3,2853.274355894887,2251.133866
2019,Excluding Ukraine,0.009470235889756337,Sweden,10,6142.751650394352,4605.22949
2019,Excluding Ukraine,0.010292066833311407,Luxembourg,22,663.072411685755,419.29715400000003
2019,Excluding Ukraine and IDRC,0.0008692164070249139,Bulgaria,72,91.22559261916162,53.231747
2019,Excluding Ukraine and IDRC,0.0009354130778488331,Cyprus,30,24.245228339221647,17.705206
2019,Excluding Ukraine and IDRC,0.0009574603831804639,Latvia,83,48.34470451491602,28.755327
2019,Excluding Ukraine and IDRC,0.0010048751206612645,Romania,77,375.2430388457837,221.32400800000005
2019,Excluding Ukraine and IDRC,0.0010730220067706475,Slovakia,69,164.2962829486768,99.567218
2019,Excluding Ukraine and IDRC,0.0010863024863023813,Greece,40,281.7536156062039,203.73493099999996
2019,Excluding Ukraine and IDRC,0.001115988344489357,Croatia,62,89.73037487749184,60.26201800000001
2019,Excluding Ukraine and IDRC,0.0011882710788380171,Lithuania,84,108.9824480844712,56.04564200000001
2019,Excluding Ukraine and IDRC,0.0012105247069951364,Poland,76,1127.4101462701574,605.648467
2019,Excluding Ukraine and IDRC,0.0012542237140957756,Czechia,68,480.07979393934403,263.79149
2019,Excluding Ukraine and IDRC,0.0013514834474750589,Malta,45,22.6596519794539,16.302725000000002
2019,Excluding Ukraine and IDRC,0.0014425318335597214,Estonia,82,76.12707123985984,39.635721000000004
2019,Excluding Ukraine and IDRC,0.0015572836088266428,Slovenia,61,113.606128784713,73.804446
2019,Excluding Ukraine and IDRC,0.0016661449842645122,Portugal,9,507.9162111303402,355.39047200000005
2019,Excluding Ukraine and IDRC,0.001839810607748254,Spain,50,3179.7268608610543,2315.826652
2019,Excluding Ukraine and IDRC,0.0019408884822388717,Italy,6,4562.550723188386,3499.3598220000003
2019,Excluding Ukraine and IDRC,0.002043765089295933,Hungary,75,536.2418939419576,267.998933
2019,Excluding Ukraine and IDRC,0.002634668614844281,Austria,1,1585.3213037976448,1049.44884
2019,Excluding Ukraine and IDRC,0.00286546452558744,Ireland,21,991.964746848782,789.3288130000001
2019,Excluding Ukraine and IDRC,0.003710088727420738,EU27 countries,91827,74221.54246664952,
2019,Excluding Ukraine and IDRC,0.0037516796857664605,EU27 countries,91827,,52393.518944999996
2019,Excluding Ukraine and IDRC,0.00378317745763308,Finland,18,1258.3823919818465,916.686594
2019,Excluding Ukraine and IDRC,0.003796599453564252,Belgium,2,2516.6803667320796,1802.3935440000002
2019,Excluding Ukraine and IDRC,0.003943682766205132,France,4,13073.081900523814,9753.567513999998
2019,Excluding Ukraine and IDRC,0.005273853435388029,Germany,5,27417.895575172657,18642.143705
2019,Excluding Ukraine and IDRC,0.005299098017517415,Netherlands,7,6303.322265250359,4268.910973000001
2019,Excluding Ukraine and IDRC,0.006922938695452598,Denmark,3,2792.155892656021,2202.913532
2019,Excluding Ukraine and IDRC,0.008987860617261796,Sweden,10,5829.864882237882,4370.657843000001
2019,Excluding Ukraine and IDRC,0.010286804367846337,Luxembourg,22,662.7333742772489,419.08276200000006
2019,Using latest official data,0.0009424923897397172,Cyprus,30,24.428718967419588,17.839201
2019,Using latest official data,0.0009538187758912421,Bulgaria,72,100.10474075124984,58.412887
2019,Using latest official data,0.0010220049321553507,Latvia,83,51.60372932999424,30.693788000000005
2019,Using latest official data,0.0010307919434778025,Romania,77,384.9209651382625,227.032195
2019,Using latest official data,0.001114514244785913,Slovakia,69,170.64938701747994,103.417341
2019,Using latest official data,0.0011920859784154026,Croatia,62,95.84895958600744,64.371198
2019,Using latest official data,0.001281643352007788,Lithuania,84,117.54609916920889,60.449611000000004
2019,Using latest official data,0.0013132609969468804,Czechia,68,502.6775221335766,276.20835999999997
2019,Using latest official data,0.0013865175982892715,Poland,76,1291.3193751936658,693.701048
2019,Using latest official data,0.0015764788958600607,Estonia,82,83.19589101692144,43.316117000000006
2019,Using latest official data,0.0016537892016273254,Slovenia,61,120.64635366219701,78.378142
2019,Using latest official data,0.0017190391405868045,Portugal,9,524.0407379415612,366.67285100000004
2019,Using latest official data,0.0017515538050284463,Greece,40,454.2994457974544,328.502142
2019,Using latest official data,0.002088951923248748,Spain,50,3610.315384326932,2629.42855
2019,Using latest official data,0.0021258535840994928,Hungary,75,557.7802254042441,278.763198
2019,Using latest official data,0.0021856411719061407,Italy,6,5137.904006729725,3940.641089
2019,Using latest official data,0.0027581939360101166,Austria,1,1659.6484211054203,1098.651804
2019,Using latest official data,0.003036949927723406,Malta,45,50.91903165355641,36.634233
2019,Using latest official data,0.0031566450913941826,Ireland,21,1092.765456007293,869.53822
2019,Using latest official data,0.004091814001098894,Belgium,2,2712.371448933715,1942.5433810000004
2019,Using latest official data,0.004162986993964065,EU27 countries,91827,83281.92090851137,
2019,Using latest official data,0.004168765298259328,Finland,18,1386.6388522299328,1010.116841
2019,Using latest official data,0.0042074911467023975,EU27 countries,91827,,58759.085415
2019,Using latest official data,0.004410622075757718,France,4,14620.95889729072,10908.407888
2019,Using latest official data,0.005868161050282843,Netherlands,7,6980.227593837147,4727.3436
2019,Using latest official data,0.006115100893124869,Germany,5,31791.402581328417,21615.80541
2019,Using latest official data,0.0071687186839308375,Denmark,3,2891.283744759813,2281.121947
2019,Using latest official data,0.009561975183363778,Sweden,10,6202.257211161076,4649.840892
2019,Using latest official data,0.010340086830680174,Luxembourg,22,666.1661280383729,421.253481
2020,Excluding IDRC,0.0005719808287804975,Cyprus,30,17.78812634519116,12.978225
2020,Excluding IDRC,0.001063977773015569,Malta,45,16.766644623508846,12.416625000000002
2020,Excluding IDRC,0.0011948079996935309,Latvia,83,56.088679034411996,34.757775
2020,Excluding IDRC,0.0012165413533834586,Bulgaria,72,115.26101080294052,70.98975
2020,Excluding IDRC,0.0012401540100396597,Czechia,68,444.03351055720896,257.660325
2020,Excluding IDRC,0.0012607037908956684,Romania,77,435.3800134041868,270.63855
2020,Excluding IDRC,0.0012692117849301312,Croatia,62,95.52661917893388,65.435175
2020,Excluding IDRC,0.001304117209142388,Greece,40,302.468412995777,215.25074999999998
2020,Excluding IDRC,0.0013070503387866358,Lithuania,84,116.39067881069363,62.14455
2020,Excluding IDRC,0.001367515466343448,Slovakia,69,193.75164516435368,123.051825
2020,Excluding IDRC,0.0014246632818760358,Poland,76,1277.508786984044,721.7613
2020,Excluding IDRC,0.0016372050532938132,Estonia,82,84.8356635602381,43.2783
2020,Excluding IDRC,0.0016915444488656529,Slovenia,61,116.28971515861187,77.25510000000001
2020,Excluding IDRC,0.0017968134766892592,Portugal,9,486.0397909274564,353.8431
2020,Excluding IDRC,0.002113706973468711,Italy,6,4456.841387682441,3527.049825
2020,Excluding IDRC,0.0021745850671587175,Spain,50,3289.238189829107,2450.3485499999997
2020,Excluding IDRC,0.002691378509062632,Hungary,75,694.8835861167152,364.4082
2020,Excluding IDRC,0.002892271796871079,Austria,1,1561.3277631722467,1090.284975
2020,Excluding IDRC,0.002938226332001762,Ireland,21,1064.4680725705018,833.67765
2020,Excluding IDRC,0.004443057393139345,EU27 countries,91827,81833.3160671299,
2020,Excluding IDRC,0.0044588809811608975,Finland,18,1421.1799337441025,1069.418025
2020,Excluding IDRC,0.004503254361008661,EU27 countries,91827,,60121.157849999996
2020,Excluding IDRC,0.004509088988381074,Belgium,2,2622.3925552143455,1938.6783000000003
2020,Excluding IDRC,0.004839492277282826,France,4,14346.440699350105,11320.4871
2020,Excluding IDRC,0.00530273676639248,Netherlands,7,5983.194216539573,4209.674625
2020,Excluding IDRC,0.006669057280188605,Germany,5,32427.276596816206,22882.602600000002
2020,Excluding IDRC,0.007040343647451974,Denmark,3,2719.734526331612,2276.3754
2020,Excluding IDRC,0.010300828476558084,Luxembourg,22,574.7803589554808,396.78794999999997
2020,Excluding IDRC,0.011121268254985479,Sweden,10,6913.428883259906,5439.903299999999
2020,Excluding Ukraine,0.0005572849048496936,Cyprus,30,17.331095377566232,12.644775
2020,Excluding Ukraine,0.0011441319724406873,Latvia,83,53.70976005491661,33.283575
2020,Excluding Ukraine,0.0011917865160286007,Romania,77,411.57965342106445,255.8439
2020,Excluding Ukraine,0.0011935262803429738,Czechia,68,427.33858852420275,247.97272499999994
2020,Excluding Ukraine,0.0012132941156711866,Lithuania,84,108.04184164099124,57.68684999999999
2020,Excluding Ukraine,0.0012215037593984962,Bulgaria,72,115.73117314614164,71.279325
2020,Excluding Ukraine,0.0012479362755944375,Croatia,62,93.92532812390279,64.33829999999999
2020,Excluding Ukraine,0.00125826319252887,Poland,76,1128.2962825275479,637.459875
2020,Excluding Ukraine,0.0013002270350679023,Slovakia,69,184.21811915968965,116.99707500000001
2020,Excluding Ukraine,0.001481185918044808,Estonia,82,76.75116196386503,39.15405
2020,Excluding Ukraine,0.0016504818083092308,Greece,40,382.80195195490813,272.419875
2020,Excluding Ukraine,0.0016779029613748005,Slovenia,61,115.35189487507466,76.632075
2020,Excluding Ukraine,0.0017686519322673861,Portugal,9,478.42206580430013,348.2973
2020,Excluding Ukraine,0.002159783906022662,Italy,6,4553.9965669961075,3603.9363749999998
2020,Excluding Ukraine,0.0022458948108934436,Spain,50,3397.1000233078285,2530.701225
2020,Excluding Ukraine,0.0025103028118385663,Hungary,75,648.1318826970922,339.89085
2020,Excluding Ukraine,0.002858658323324557,Austria,1,1543.182286830218,1077.613875
2020,Excluding Ukraine,0.0029994612870294815,Ireland,21,1086.652427071161,851.05215
2020,Excluding Ukraine,0.004003263366455751,Malta,45,63.08524097212797,46.7181
2020,Excluding Ukraine,0.0045794347866841565,Finland,18,1459.6040697706126,1098.3316499999999
2020,Excluding Ukraine,0.0046803646514380045,Belgium,2,2722.0029254792175,2012.3181
2020,Excluding Ukraine,0.004702570838435876,EU27 countries,91827,86613.09807611615,
2020,Excluding Ukraine,0.0047679062812859205,EU27 countries,91827,,63654.420374999994
2020,Excluding Ukraine,0.005216681754083182,France,4,15464.600653181757,12202.804575
2020,Excluding Ukraine,0.00587164784986451,Netherlands,7,6625.109071889037,4661.3151
2020,Excluding Ukraine,0.0070809167568705944,Denmark,3,2735.408205352435,2289.494025
2020,Excluding Ukraine,0.00722854165955644,Germany,5,35147.68428850809,24802.283025
2020,Excluding Ukraine,0.010206289933991594,Luxembourg,22,569.5051621540628,393.146325
2020,Excluding Ukraine,0.011266219390755665,Sweden,10,7003.5363553322295,5510.805299999999
2020,Excluding Ukraine and IDRC,0.0005557379654885563,Cyprus,30,17.282986854658347,12.609675
2020,Excluding Ukraine and IDRC,0.0010519469289390678,Malta,45,16.577057122465636,12.276225000000002
2020,Excluding Ukraine and IDRC,0.0011136660274851087,Latvia,83,52.27957662081521,32.3973
2020,Excluding Ukraine and IDRC,0.0011490225563909773,Bulgaria,72,108.86395346665864,67.049775
2020,Excluding Ukraine and IDRC,0.0011702546507570376,Czechia,68,419.00624971968625,243.1377
2020,Excluding Ukraine and IDRC,0.0011898653345821285,Romania,77,410.9161795662562,255.431475
2020,Excluding Ukraine and IDRC,0.0011911469763525766,Lithuania,84,106.06967538043162,56.633849999999995
2020,Excluding Ukraine and IDRC,0.0012067468895205352,Croatia,62,90.82522864136264,62.21475
2020,Excluding Ukraine and IDRC,0.0012232013350162274,Greece,40,283.7013145620398,201.89519999999996
2020,Excluding Ukraine and IDRC,0.001246606352710962,Poland,76,1117.8434860771242,631.5543
2020,Excluding Ukraine and IDRC,0.001290767646903079,Slovakia,69,182.87789883729482,116.14589999999998
2020,Excluding Ukraine and IDRC,0.0014609366260231289,Estonia,82,75.70189686305918,38.618775
2020,Excluding Ukraine and IDRC,0.0016262190158108684,Slovenia,61,111.79874478674363,74.2716
2020,Excluding Ukraine and IDRC,0.0017252065116798445,Portugal,9,466.6700373310765,339.741675
2020,Excluding Ukraine and IDRC,0.0020393854386838452,Italy,6,4300.1312588031815,3403.0327500000003
2020,Excluding Ukraine and IDRC,0.002094335322789781,Spain,50,3167.853872476456,2359.9221749999997
2020,Excluding Ukraine and IDRC,0.002493452532211416,Hungary,75,643.7813304819518,337.60935
2020,Excluding Ukraine and IDRC,0.0027868223265346903,Austria,1,1504.4032425147745,1050.534225
2020,Excluding Ukraine and IDRC,0.0028827746782822163,Ireland,21,1044.3789071060164,817.9440749999999
2020,Excluding Ukraine and IDRC,0.004346774209440647,EU27 countries,91827,80059.94887729087,
2020,Excluding Ukraine and IDRC,0.004361889133378754,Finland,18,1390.26570472854,1046.1554999999998
2020,Excluding Ukraine and IDRC,0.004406348081823806,Belgium,2,2562.6405766736675,1894.5049500000002
2020,Excluding Ukraine and IDRC,0.00440854516172583,EU27 countries,91827,,58856.733
2020,Excluding Ukraine and IDRC,0.004757575136337721,France,4,14103.601298542322,11128.867425
2020,Excluding Ukraine and IDRC,0.005250895988808229,Netherlands,7,5924.701129990603,4168.519875
